2017-07-15 17:37:23 , 7.5 , 2007 , Der Klang des Herzens [dt./OV]
2017-07-15 17:37:26 , 8.5 , 1985 , Zurück in die Zukunft [dt./OV]
2017-07-15 17:37:28 , 6.1 , 2010 , Eine zauberhafte Nanny - Knall auf Fall in ein neues Abenteuer
2017-07-15 17:37:31 , 4.8 , 2015 , Heidi
2017-07-15 17:37:33 , 5.6 , 2007 , Von Frau zu Frau [dt./OV]
2017-07-15 17:37:35 , 6.8 , 2015 , Housebound [dt./OV]
2017-07-15 17:37:37 , 6.3 , 2017 , nicht weit von mir
2017-07-15 17:37:40 , 7.1 , 2002 , The Ring [dt./OV]
2017-07-15 17:37:42 , 6.7 , 2001 , Bridget Jones - Schokolade zum Frühstück
2017-07-15 17:37:44 , 5.8 , 1999 , Eine Wie Keine
2017-07-15 17:37:46 , 4.4 , 2010 , Ein Pferd für Klara [dt./OV]
2017-07-15 17:37:49 , 8.0 , 2004 , Shaun Of The Dead
2017-07-15 17:37:52 , 6.3 , 2005 , Im Bett [dt./OV]
2017-07-15 17:37:56 , 5.9 , 2017 , First Girl I Loved [OV]
2017-07-15 17:38:00 , 4.5 , 2011 , Kein Sex ist auch keine Lösung
2017-07-15 17:38:02 , 7.6 , 1981 , Christiane F. - Wir Kinder vom Bahnhof Zoo
2017-07-15 17:38:05 , 7.3 , 2010 , The Way Back - Der lange Weg [dt./OV]
2017-07-15 17:38:10 , 5.8 , 2008 , Der Mondbär - Der Film
2017-07-15 17:38:14 , 6.6 , 2012 , Love is all you need
2017-07-15 17:38:17 , 7.1 , 2009 , Bronson
2017-07-15 17:38:19 , 6.9 , 2011 , Unknown Identity
2017-07-15 17:38:21 , 2.3 , 2007 , Fantastic Movie
2017-07-15 17:38:24 , 7.9 , 2007 , Hot Fuzz - Zwei abgewichste Profis [dt./OV]
2017-07-15 17:38:26 , 8.0 , 2008 , Slumdog Millionär
2017-07-15 17:38:29 , 5.9 , 2000 , Girls United [dt./OV]
2017-07-15 17:38:32 , 6.7 , 2010 , Shrink - Nur nicht die Nerven verlieren
2017-07-15 17:38:34 , 6.7 , 2007 , Smokin' Aces [dt./OV]
2017-07-15 17:38:37 , 6.1 , 2005 , Wedding Date [dt./OV]
2017-07-15 17:38:39 , 6.7 , 2007 , Zauber der Liebe
2017-07-15 17:38:42 , 6.9 , 2006 , Liebe braucht keine Ferien [dt./OV]
2017-07-15 17:38:45 , 5.6 , 2009 , Love Happens
2017-07-15 17:38:47 , 7.6 , 2016 , Where to Invade Next [dt./OV]
2017-07-15 17:38:50 , 5.6 , 1992 , Ein Hund namens Beethoven [dt./OV]
2017-07-15 17:38:55 , 6.2 , 2005 , Couchgeflüster - Die erste therapeutische Liebeskomödie
2017-07-15 17:38:58 , 8.1 , 2003 , Kill Bill: Volume 1 [dt./OV]
2017-07-15 17:39:01 , 6.8 , 1986 , Asterix - Sieg über Cäsar [dt./OV]
2017-07-15 17:39:04 , 7.4 , 2014 , Stromberg - Der Film
2017-07-15 17:39:07 , 6.9 , 2012 , The Iceman [dt./OV]
2017-07-15 17:39:10 , 7.3 , 2013 , Lawless - die Gesetzlosen [dt./OV]
2017-07-15 17:39:13 , 4.2 , 2014 , The Legend of Hercules [dt./OV]
2017-07-15 17:39:15 , 7.4 , 2001 , Lammbock
2017-07-15 17:39:19 , 4.7 , 1976 , Emmanuelle 2 - Garten der Liebe
2017-07-15 17:39:22 , 6.0 , 2006 , Arthur und die Minimoys
2017-07-15 17:39:24 , 4.7 , 2015 , The Diabolical [dt./OV]
2017-07-15 17:39:27 , 6.1 , 2011 , Die Kunst sich die Schuhe zu binden [dt./OV]
